IP Range,Country,Region,City,Postal Code
52.123.242.192/27,GB,,CARDIFF,
52.136.20.0/24,GB,,CARDIFF,
52.142.128.0/18,GB,,CARDIFF,
52.239.240.0/24,GB,,CARDIFF,
70.152.34.0/24,GB,,CARDIFF,
104.44.90.0/27,GB,,CARDIFF,
104.47.20.0/24,GB,,CARDIFF,
104.47.85.0/26,GB,,CARDIFF,
157.56.208.56/29,GB,,CARDIFF,
157.56.234.48/28,GB,,CARDIFF,
172.186.0.0/16,GB,,CARDIFF,
172.187.0.0/18,GB,,CARDIFF,
2603:1020:600::/40,GB,,CARDIFF,
2603:1026:400::/40,GB,,CARDIFF,
2603:1026:900:19::/64,GB,,CARDIFF,
2603:1026:900:46::/64,GB,,CARDIFF,
2603:1026:c00::/63,GB,,CARDIFF,
2603:1026:c00:31::/64,GB,,CARDIFF,
2603:1026:c00:c007::/64,GB,,CARDIFF,
2603:1026:c08::/48,GB,,CARDIFF,
2603:1026:1900::/40,GB,,CARDIFF,
2603:1026:2407::/48,GB,,CARDIFF,
2603:1026:3000:200::/59,GB,,CARDIFF,
2603:1027::/64,GB,,CARDIFF,
2603:1027:0:40::/64,GB,,CARDIFF,
2603:1027:0:80::/64,GB,,CARDIFF,
2603:1027:0:c0::/64,GB,,CARDIFF,
2603:1027:0:7a0::/59,GB,,CARDIFF,
2603:1027:1:200::/59,GB,,CARDIFF,
2603:1029:801::/48,GB,,CARDIFF,
2603:1029:1600::/40,GB,,CARDIFF,
2603:1061:1301:5400::/54,GB,,CARDIFF,
2603:1061:1311:5400::/54,GB,,CARDIFF,
2603:1061:13f1:5400::/54,GB,,CARDIFF,
2603:1061:1600:1b00::/56,GB,,CARDIFF,
2603:1061:171b::/48,GB,,CARDIFF,
2603:1061:2000:588::/62,GB,,CARDIFF,
2603:1061:2002:3100::/57,GB,,CARDIFF,
2603:1061:2004:2900::/57,GB,,CARDIFF,
2603:1061:2010:17::/64,GB,,CARDIFF,
2603:1061:2011:17::/64,GB,,CARDIFF,
2603:1062:0:5d::/64,GB,,CARDIFF,
2603:1062:0:92::/64,GB,,CARDIFF,
2603:1062:0:bb::/64,GB,,CARDIFF,
2603:1062:c:34::/63,GB,,CARDIFF,
2603:1063:1d::/48,GB,,CARDIFF,
2603:1063:11f::/55,GB,,CARDIFF,
2603:1063:11f:200::/56,GB,,CARDIFF,
2603:1063:21f::/48,GB,,CARDIFF,
2603:1063:41e::/56,GB,,CARDIFF,
2603:1063:629::/56,GB,,CARDIFF,
2603:1063:2001:1b00::/56,GB,,CARDIFF,
2603:1063:2206:34::/62,GB,,CARDIFF,
2a01:111:f400:7e14::/64,GB,,CARDIFF,
2a01:111:f400:7e16::/64,GB,,CARDIFF,
2a01:111:f400:fe14::/64,GB,,CARDIFF,
2a01:111:f400:ffc8::/64,GB,,CARDIFF,
2a01:111:f402:4c00::/54,GB,,CARDIFF,
2a01:111:f402:f028::/64,GB,,CARDIFF,
2a01:111:f402:f030::/64,GB,,CARDIFF,
2a01:111:f402:f051::/64,GB,,CARDIFF,
2a01:111:f402:f07c::/64,GB,,CARDIFF,
2a01:111:f402:f0a6::/64,GB,,CARDIFF,
2a01:111:f402:f0c5::/64,GB,,CARDIFF,
2a01:111:f402:f0de::/64,GB,,CARDIFF,
2a01:111:f402:f0e3::/64,GB,,CARDIFF,
2a01:111:f402:f0fb::/64,GB,,CARDIFF,
2a01:111:f402:f126::/64,GB,,CARDIFF,
2a01:111:f403:5::/64,GB,,CARDIFF,
2a01:111:f403:20::/64,GB,,CARDIFF,
2a01:111:f403:6f::/64,GB,,CARDIFF,
2a01:111:f403:71::/64,GB,,CARDIFF,
2a01:111:f403:2619::/64,GB,,CARDIFF,
2a01:111:f403:261b::/64,GB,,CARDIFF,
2a01:111:f403:2e19::/64,GB,,CARDIFF,
2a01:111:f403:2e1b::/64,GB,,CARDIFF,
2a01:111:f403:3619::/64,GB,,CARDIFF,
2a01:111:f403:361b::/64,GB,,CARDIFF,
2a01:111:f403:4007::/64,GB,,CARDIFF,
2a01:111:f403:707e::/63,GB,,CARDIFF,
2a01:111:f403:70bc::/62,GB,,CARDIFF,
2a01:111:f403:721d::/64,GB,,CARDIFF,
2a01:111:f403:721e::/64,GB,,CARDIFF,
2a01:111:f403:800d::/64,GB,,CARDIFF,
2a01:111:f403:a619::/64,GB,,CARDIFF,
2a01:111:f403:a61b::/64,GB,,CARDIFF,
2a01:111:f403:c206::/64,GB,,CARDIFF,
2a01:111:f403:c947::/64,GB,,CARDIFF,
2a01:111:f403:ca0f::/64,GB,,CARDIFF,
2a01:111:f403:ca1a::/63,GB,,CARDIFF,
2a01:111:f403:ca1c::/63,GB,,CARDIFF,
2a01:111:f403:d206::/64,GB,,CARDIFF,
2a01:111:f403:da06::/64,GB,,CARDIFF,
2a01:111:f403:e206::/64,GB,,CARDIFF,
4.247.0.0/17,IN,,CHENNAI,
13.71.64.0/18,IN,,CHENNAI,
13.104.97.60/30,IN,,CHENNAI,
13.104.109.64/26,IN,,CHENNAI,
13.104.153.128/26,IN,,CHENNAI,
13.104.182.48/28,IN,,CHENNAI,
13.104.255.144/28,IN,,CHENNAI,
13.104.255.160/27,IN,,CHENNAI,
13.105.84.0/26,IN,,CHENNAI,
13.105.89.152/30,IN,,CHENNAI,
13.105.118.0/23,IN,,CHENNAI,
13.105.162.128/26,IN,,CHENNAI,
13.105.210.0/23,IN,,CHENNAI,
13.106.0.0/22,IN,,CHENNAI,
13.107.185.92/30,IN,,CHENNAI,
20.33.162.0/24,IN,,CHENNAI,
20.40.0.0/21,IN,,CHENNAI,
20.41.192.0/18,IN,,CHENNAI,
20.44.32.0/19,IN,,CHENNAI,
20.47.52.0/24,IN,,CHENNAI,
20.47.72.0/23,IN,,CHENNAI,
20.60.10.0/24,IN,,CHENNAI,
20.60.226.0/23,IN,,CHENNAI,
20.95.141.0/24,IN,,CHENNAI,
20.135.42.0/23,IN,,CHENNAI,
20.150.24.0/24,IN,,CHENNAI,
20.157.135.0/24,IN,,CHENNAI,
20.190.145.128/25,IN,,CHENNAI,
20.190.174.0/24,IN,,CHENNAI,
20.192.128.0/19,IN,,CHENNAI,
20.192.184.0/21,IN,,CHENNAI,
20.202.170.0/24,IN,,CHENNAI,
20.202.245.0/24,IN,,CHENNAI,
20.202.246.0/23,IN,,CHENNAI,
20.202.253.0/24,IN,,CHENNAI,
20.207.208.0/20,IN,,CHENNAI,
20.209.182.0/23,IN,,CHENNAI,
20.219.64.0/18,IN,,CHENNAI,
20.235.0.0/18,IN,,CHENNAI,
20.235.128.0/18,IN,,CHENNAI,
23.103.140.128/27,IN,,CHENNAI,
23.103.140.192/28,IN,,CHENNAI,
23.103.239.128/26,IN,,CHENNAI,
40.64.144.208/29,IN,,CHENNAI,
40.64.145.32/28,IN,,CHENNAI,
40.64.170.128/25,IN,,CHENNAI,
40.66.64.168/29,IN,,CHENNAI,
40.78.192.0/21,IN,,CHENNAI,
40.79.213.0/24,IN,,CHENNAI,
40.81.64.0/20,IN,,CHENNAI,
40.87.216.0/22,IN,,CHENNAI,
40.90.26.64/26,IN,,CHENNAI,
40.90.137.160/27,IN,,CHENNAI,
40.92.102.0/24,IN,,CHENNAI,
40.92.247.0/24,IN,,CHENNAI,
40.93.131.0/24,IN,,CHENNAI,
40.94.228.0/25,IN,,CHENNAI,
40.94.238.0/24,IN,,CHENNAI,
40.95.105.0/24,IN,,CHENNAI,
40.95.247.0/24,IN,,CHENNAI,
40.99.0.144/28,IN,,CHENNAI,
40.99.0.192/26,IN,,CHENNAI,
40.99.1.0/25,IN,,CHENNAI,
40.99.4.0/25,IN,,CHENNAI,
40.99.4.128/26,IN,,CHENNAI,
40.99.4.192/27,IN,,CHENNAI,
40.99.4.240/28,IN,,CHENNAI,
40.99.5.64/26,IN,,CHENNAI,
40.99.8.128/28,IN,,CHENNAI,
40.99.8.176/28,IN,,CHENNAI,
40.99.8.224/27,IN,,CHENNAI,
40.99.16.208/28,IN,,CHENNAI,
40.99.16.240/28,IN,,CHENNAI,
40.99.17.0/26,IN,,CHENNAI,
40.99.17.64/27,IN,,CHENNAI,
40.99.17.128/25,IN,,CHENNAI,
40.99.18.0/26,IN,,CHENNAI,
40.99.28.160/28,IN,,CHENNAI,
40.99.28.192/26,IN,,CHENNAI,
40.99.34.144/28,IN,,CHENNAI,
40.99.34.160/28,IN,,CHENNAI,
40.99.34.192/26,IN,,CHENNAI,
40.99.51.160/28,IN,,CHENNAI,
40.99.52.0/26,IN,,CHENNAI,
40.99.56.40/29,IN,,CHENNAI,
40.99.56.48/28,IN,,CHENNAI,
40.99.56.64/27,IN,,CHENNAI,
40.99.56.96/28,IN,,CHENNAI,
40.99.56.112/29,IN,,CHENNAI,
40.99.56.216/29,IN,,CHENNAI,
40.99.56.224/27,IN,,CHENNAI,
40.99.57.0/27,IN,,CHENNAI,
40.99.57.32/29,IN,,CHENNAI,
40.99.57.48/28,IN,,CHENNAI,
40.99.58.176/28,IN,,CHENNAI,
40.99.58.192/26,IN,,CHENNAI,
40.99.59.0/28,IN,,CHENNAI,
40.99.59.248/29,IN,,CHENNAI,
40.99.60.16/28,IN,,CHENNAI,
40.99.60.32/27,IN,,CHENNAI,
40.99.60.64/26,IN,,CHENNAI,
40.99.60.128/25,IN,,CHENNAI,
40.99.61.0/26,IN,,CHENNAI,
40.99.61.64/29,IN,,CHENNAI,
40.99.63.32/27,IN,,CHENNAI,
40.99.63.64/28,IN,,CHENNAI,
40.99.70.88/29,IN,,CHENNAI,
40.99.70.96/27,IN,,CHENNAI,
40.99.70.128/27,IN,,CHENNAI,
40.99.70.160/28,IN,,CHENNAI,
40.99.70.240/28,IN,,CHENNAI,
40.99.71.0/27,IN,,CHENNAI,
40.99.71.32/28,IN,,CHENNAI,
40.99.71.48/29,IN,,CHENNAI,
40.99.71.208/28,IN,,CHENNAI,
40.99.98.64/26,IN,,CHENNAI,
40.99.98.128/28,IN,,CHENNAI,
40.99.99.48/28,IN,,CHENNAI,
40.99.99.64/26,IN,,CHENNAI,
40.99.111.192/26,IN,,CHENNAI,
40.99.112.0/28,IN,,CHENNAI,
40.100.27.0/26,IN,,CHENNAI,
40.100.136.0/23,IN,,CHENNAI,
40.107.57.0/24,IN,,CHENNAI,
40.107.58.0/23,IN,,CHENNAI,
40.107.222.0/24,IN,,CHENNAI,
40.126.17.128/25,IN,,CHENNAI,
40.126.46.0/24,IN,,CHENNAI,
51.5.7.0/24,IN,,CHENNAI,
51.5.8.0/23,IN,,CHENNAI,
51.5.10.0/24,IN,,CHENNAI,
52.98.34.160/28,IN,,CHENNAI,
52.98.35.0/25,IN,,CHENNAI,
52.98.56.208/28,IN,,CHENNAI,
52.98.86.0/23,IN,,CHENNAI,
52.98.103.224/27,IN,,CHENNAI,
52.98.104.0/25,IN,,CHENNAI,
52.98.109.136/29,IN,,CHENNAI,
52.98.112.88/29,IN,,CHENNAI,
52.98.125.8/29,IN,,CHENNAI,
52.98.125.32/28,IN,,CHENNAI,
52.98.126.96/27,IN,,CHENNAI,
52.98.127.0/24,IN,,CHENNAI,
52.98.191.0/24,IN,,CHENNAI,
52.100.187.0/24,IN,,CHENNAI,
52.100.218.0/24,IN,,CHENNAI,
52.101.139.0/24,IN,,CHENNAI,
52.101.144.0/24,IN,,CHENNAI,
52.101.227.0/24,IN,,CHENNAI,
52.102.0.200/29,IN,,CHENNAI,
52.102.3.192/29,IN,,CHENNAI,
52.102.5.200/29,IN,,CHENNAI,
52.102.12.208/28,IN,,CHENNAI,
52.102.195.0/24,IN,,CHENNAI,
52.103.67.0/24,IN,,CHENNAI,
52.103.195.0/24,IN,,CHENNAI,
52.105.192.0/24,IN,,CHENNAI,
52.105.200.0/24,IN,,CHENNAI,
52.105.202.0/24,IN,,CHENNAI,
52.105.234.0/24,IN,,CHENNAI,
52.105.238.0/24,IN,,CHENNAI,
52.105.244.0/24,IN,,CHENNAI,
52.107.253.96/27,IN,,CHENNAI,
52.108.192.0/24,IN,,CHENNAI,
52.108.230.0/23,IN,,CHENNAI,
52.109.60.0/22,IN,,CHENNAI,
52.110.15.128/26,IN,,CHENNAI,
52.111.241.0/24,IN,,CHENNAI,
52.113.15.0/24,IN,,CHENNAI,
52.114.24.0/22,IN,,CHENNAI,
52.115.244.0/23,IN,,CHENNAI,
52.115.246.0/24,IN,,CHENNAI,
52.121.15.0/24,IN,,CHENNAI,
52.123.24.0/24,IN,,CHENNAI,
52.123.175.0/24,IN,,CHENNAI,
52.123.176.0/24,IN,,CHENNAI,
52.123.253.96/27,IN,,CHENNAI,
52.136.17.0/24,IN,,CHENNAI,
52.140.0.0/18,IN,,CHENNAI,
52.172.0.0/17,IN,,CHENNAI,
52.239.135.128/26,IN,,CHENNAI,
52.239.188.0/24,IN,,CHENNAI,
52.245.84.0/22,IN,,CHENNAI,
57.150.17.0/24,IN,,CHENNAI,
70.152.25.0/24,IN,,CHENNAI,
70.152.58.0/23,IN,,CHENNAI,
70.152.60.0/24,IN,,CHENNAI,
74.224.0.0/16,IN,,CHENNAI,
74.225.0.0/18,IN,,CHENNAI,
104.44.92.160/27,IN,,CHENNAI,
104.44.94.208/28,IN,,CHENNAI,
104.44.106.32/27,IN,,CHENNAI,
104.44.107.80/28,IN,,CHENNAI,
104.47.74.128/26,IN,,CHENNAI,
104.47.100.0/24,IN,,CHENNAI,
104.47.214.0/23,IN,,CHENNAI,
104.211.192.0/18,IN,,CHENNAI,
128.94.9.192/26,IN,,CHENNAI,
147.243.73.128/26,IN,,CHENNAI,
147.243.73.192/27,IN,,CHENNAI,
147.243.131.160/27,IN,,CHENNAI,
147.243.132.64/26,IN,,CHENNAI,
147.243.147.192/26,IN,,CHENNAI,
147.243.166.64/26,IN,,CHENNAI,
147.243.238.0/24,IN,,CHENNAI,
147.243.239.0/26,IN,,CHENNAI,
151.206.70.0/25,IN,,CHENNAI,
157.56.210.160/29,IN,,CHENNAI,
157.56.210.224/29,IN,,CHENNAI,
157.56.235.80/28,IN,,CHENNAI,
2603:1040:c00::/40,IN,,CHENNAI,
2603:1046:700::/40,IN,,CHENNAI,
2603:1046:a00:1a::/63,IN,,CHENNAI,
2603:1046:c00:26::/63,IN,,CHENNAI,
2603:1046:c00:c004::/64,IN,,CHENNAI,
2603:1046:c06::/48,IN,,CHENNAI,
2603:1046:1407::/48,IN,,CHENNAI,
2603:1046:1500:4::/64,IN,,CHENNAI,
2603:1046:2000:60::/59,IN,,CHENNAI,
2603:1047:0:d::/64,IN,,CHENNAI,
2603:1047:0:45::/64,IN,,CHENNAI,
2603:1047:0:8d::/64,IN,,CHENNAI,
2603:1047:0:c5::/64,IN,,CHENNAI,
2603:1047:0:580::/59,IN,,CHENNAI,
2603:1047:1:60::/59,IN,,CHENNAI,
2603:1047:700::/40,IN,,CHENNAI,
2603:1049:e00::/40,IN,,CHENNAI,
2603:1056:c00:800f::/64,IN,,CHENNAI,
2603:1061:1300:2c00::/54,IN,,CHENNAI,
2603:1061:1310:2c00::/54,IN,,CHENNAI,
2603:1061:13f0:2c00::/54,IN,,CHENNAI,
2603:1061:1600:1d00::/56,IN,,CHENNAI,
2603:1061:1719::/48,IN,,CHENNAI,
2603:1061:2000:600::/62,IN,,CHENNAI,
2603:1061:2002:4100::/57,IN,,CHENNAI,
2603:1061:2004:3800::/57,IN,,CHENNAI,
2603:1061:2010:15::/64,IN,,CHENNAI,
2603:1061:2011:15::/64,IN,,CHENNAI,
2603:1062:0:79::/64,IN,,CHENNAI,
2603:1062:0:7a::/63,IN,,CHENNAI,
2603:1062:0:94::/64,IN,,CHENNAI,
2603:1062:0:a6::/64,IN,,CHENNAI,
2603:1062:6:500::/63,IN,,CHENNAI,
2603:1062:c:10::/63,IN,,CHENNAI,
2603:1063:5::/48,IN,,CHENNAI,
2603:1063:107::/55,IN,,CHENNAI,
2603:1063:107:200::/56,IN,,CHENNAI,
2603:1063:207::/48,IN,,CHENNAI,
2603:1063:414::/56,IN,,CHENNAI,
2603:1063:61f::/56,IN,,CHENNAI,
2603:1063:2001:1d00::/56,IN,,CHENNAI,
2603:1063:2202:10::/62,IN,,CHENNAI,
2a01:111:203e::/48,IN,,CHENNAI,
2a01:111:2053:1900::/56,IN,,CHENNAI,
2a01:111:f400:6046::/63,IN,,CHENNAI,
2a01:111:f400:605c::/63,IN,,CHENNAI,
2a01:111:f400:606c::/64,IN,,CHENNAI,
2a01:111:f400:705e::/64,IN,,CHENNAI,
2a01:111:f400:7e94::/64,IN,,CHENNAI,
2a01:111:f400:7ea4::/64,IN,,CHENNAI,
2a01:111:f400:f230::/60,IN,,CHENNAI,
2a01:111:f400:f24a::/63,IN,,CHENNAI,
2a01:111:f400:f24c::/62,IN,,CHENNAI,
2a01:111:f400:f250::/61,IN,,CHENNAI,
2a01:111:f400:f258::/62,IN,,CHENNAI,
2a01:111:f400:fea4::/64,IN,,CHENNAI,
2a01:111:f400:fed4::/64,IN,,CHENNAI,
2a01:111:f400:fedc::/64,IN,,CHENNAI,
2a01:111:f402:5000::/54,IN,,CHENNAI,
2a01:111:f402:f013::/64,IN,,CHENNAI,
2a01:111:f402:f01b::/64,IN,,CHENNAI,
2a01:111:f402:f0e1::/64,IN,,CHENNAI,
2a01:111:f402:f0e7::/64,IN,,CHENNAI,
2a01:111:f402:f0fc::/64,IN,,CHENNAI,
2a01:111:f403:68::/63,IN,,CHENNAI,
2a01:111:f403:1004::/64,IN,,CHENNAI,
2a01:111:f403:1010::/64,IN,,CHENNAI,
2a01:111:f403:201f::/64,IN,,CHENNAI,
2a01:111:f403:2020::/64,IN,,CHENNAI,
2a01:111:f403:281a::/63,IN,,CHENNAI,
2a01:111:f403:3016::/63,IN,,CHENNAI,
2a01:111:f403:5009::/64,IN,,CHENNAI,
2a01:111:f403:700f::/64,IN,,CHENNAI,
2a01:111:f403:703e::/64,IN,,CHENNAI,
2a01:111:f403:707c::/64,IN,,CHENNAI,
2a01:111:f403:713a::/64,IN,,CHENNAI,
2a01:111:f403:900a::/64,IN,,CHENNAI,
2a01:111:f403:900e::/64,IN,,CHENNAI,
2a01:111:f403:a016::/63,IN,,CHENNAI,
2a01:111:f403:c409::/64,IN,,CHENNAI,
2a01:111:f403:ca43::/64,IN,,CHENNAI,
2a01:111:f403:cc28::/64,IN,,CHENNAI,
2a01:111:f403:cc2c::/64,IN,,CHENNAI,
2a01:111:f403:cc5a::/63,IN,,CHENNAI,
2a01:111:f403:cc5c::/64,IN,,CHENNAI,
2a01:111:f403:d408::/64,IN,,CHENNAI,
2a01:111:f403:dc08::/64,IN,,CHENNAI,
2a01:111:f403:e408::/64,IN,,CHENNAI,
4.255.128.0/17,US,US-WY,CHEYENNE,
13.71.192.0/18,US,US-WY,CHEYENNE,
13.77.192.0/19,US,US-WY,CHEYENNE,
13.78.128.0/17,US,US-WY,CHEYENNE,
13.104.97.32/28,US,US-WY,CHEYENNE,
13.104.97.48/30,US,US-WY,CHEYENNE,
13.104.145.64/26,US,US-WY,CHEYENNE,
13.104.200.0/23,US,US-WY,CHEYENNE,
13.104.215.128/25,US,US-WY,CHEYENNE,
13.104.219.0/25,US,US-WY,CHEYENNE,
13.104.255.80/28,US,US-WY,CHEYENNE,
13.105.15.108/30,US,US-WY,CHEYENNE,
13.105.18.128/27,US,US-WY,CHEYENNE,
13.105.28.64/26,US,US-WY,CHEYENNE,
13.105.30.0/25,US,US-WY,CHEYENNE,
13.105.30.128/26,US,US-WY,CHEYENNE,
13.105.64.8/29,US,US-WY,CHEYENNE,
13.105.64.16/29,US,US-WY,CHEYENNE,
13.105.70.128/26,US,US-WY,CHEYENNE,
13.105.89.176/30,US,US-WY,CHEYENNE,
13.105.107.224/27,US,US-WY,CHEYENNE,
13.105.108.0/28,US,US-WY,CHEYENNE,
13.105.108.32/27,US,US-WY,CHEYENNE,
13.105.167.0/26,US,US-WY,CHEYENNE,
13.105.174.64/26,US,US-WY,CHEYENNE,
13.105.174.128/26,US,US-WY,CHEYENNE,
13.105.204.60/30,US,US-WY,CHEYENNE,
13.106.10.192/30,US,US-WY,CHEYENNE,
13.106.50.0/26,US,US-WY,CHEYENNE,
13.106.50.64/28,US,US-WY,CHEYENNE,
13.106.50.80/29,US,US-WY,CHEYENNE,
13.106.50.96/27,US,US-WY,CHEYENNE,
13.106.50.128/27,US,US-WY,CHEYENNE,
13.106.50.160/28,US,US-WY,CHEYENNE,
13.106.50.192/26,US,US-WY,CHEYENNE,
13.106.51.0/26,US,US-WY,CHEYENNE,
13.106.51.64/27,US,US-WY,CHEYENNE,
13.106.51.96/28,US,US-WY,CHEYENNE,
13.106.51.128/29,US,US-WY,CHEYENNE,
13.106.82.0/23,US,US-WY,CHEYENNE,
13.106.211.248/29,US,US-WY,CHEYENNE,
13.107.184.0/29,US,US-WY,CHEYENNE,
13.107.184.96/28,US,US-WY,CHEYENNE,
13.107.184.112/30,US,US-WY,CHEYENNE,
13.107.185.20/30,US,US-WY,CHEYENNE,
13.107.195.44/30,US,US-WY,CHEYENNE,
13.107.195.112/30,US,US-WY,CHEYENNE,
13.107.195.180/30,US,US-WY,CHEYENNE,
13.107.195.184/30,US,US-WY,CHEYENNE,
20.33.133.0/24,US,US-WY,CHEYENNE,
20.33.211.0/24,US,US-WY,CHEYENNE,
20.33.213.0/24,US,US-WY,CHEYENNE,
20.34.6.0/25,US,US-WY,CHEYENNE,
20.34.24.0/23,US,US-WY,CHEYENNE,
20.35.192.192/26,US,US-WY,CHEYENNE,
20.35.193.0/26,US,US-WY,CHEYENNE,
20.35.193.192/26,US,US-WY,CHEYENNE,
20.35.240.128/26,US,US-WY,CHEYENNE,
20.35.241.32/27,US,US-WY,CHEYENNE,
20.35.241.128/27,US,US-WY,CHEYENNE,
20.35.241.192/26,US,US-WY,CHEYENNE,
20.35.242.192/26,US,US-WY,CHEYENNE,
20.35.243.0/25,US,US-WY,CHEYENNE,
20.47.4.0/24,US,US-WY,CHEYENNE,
20.47.70.0/24,US,US-WY,CHEYENNE,
20.47.104.0/24,US,US-WY,CHEYENNE,
20.51.32.0/19,US,US-WY,CHEYENNE,
20.55.128.0/18,US,US-WY,CHEYENNE,
20.57.224.0/19,US,US-WY,CHEYENNE,
20.59.128.0/18,US,US-WY,CHEYENNE,
20.60.4.0/24,US,US-WY,CHEYENNE,
20.60.119.0/24,US,US-WY,CHEYENNE,
20.60.120.0/23,US,US-WY,CHEYENNE,
20.60.122.0/24,US,US-WY,CHEYENNE,
20.60.218.0/23,US,US-WY,CHEYENNE,
20.69.0.0/18,US,US-WY,CHEYENNE,
20.95.24.0/24,US,US-WY,CHEYENNE,
20.95.62.0/24,US,US-WY,CHEYENNE,
20.135.22.0/23,US,US-WY,CHEYENNE,
20.135.72.0/23,US,US-WY,CHEYENNE,
20.143.66.0/23,US,US-WY,CHEYENNE,
20.150.81.0/24,US,US-WY,CHEYENNE,
20.150.98.0/24,US,US-WY,CHEYENNE,
20.152.16.0/22,US,US-WY,CHEYENNE,
20.157.41.0/24,US,US-WY,CHEYENNE,
20.165.128.0/17,US,US-WY,CHEYENNE,
20.168.176.0/20,US,US-WY,CHEYENNE,
20.190.136.0/24,US,US-WY,CHEYENNE,
20.190.158.0/24,US,US-WY,CHEYENNE,
20.201.162.0/23,US,US-WY,CHEYENNE,
20.201.207.0/24,US,US-WY,CHEYENNE,
20.209.224.0/23,US,US-WY,CHEYENNE,
23.103.152.0/27,US,US-WY,CHEYENNE,
23.103.156.192/27,US,US-WY,CHEYENNE,
23.103.157.112/28,US,US-WY,CHEYENNE,
23.103.189.64/26,US,US-WY,CHEYENNE,
23.103.189.128/27,US,US-WY,CHEYENNE,
23.103.191.32/27,US,US-WY,CHEYENNE,
23.103.192.0/22,US,US-WY,CHEYENNE,
23.103.198.0/27,US,US-WY,CHEYENNE,
23.103.199.0/28,US,US-WY,CHEYENNE,
23.103.199.240/28,US,US-WY,CHEYENNE,
23.103.200.0/24,US,US-WY,CHEYENNE,
23.103.231.128/25,US,US-WY,CHEYENNE,
40.64.146.160/28,US,US-WY,CHEYENNE,
40.64.172.0/25,US,US-WY,CHEYENNE,
40.66.0.16/28,US,US-WY,CHEYENNE,
40.66.16.0/26,US,US-WY,CHEYENNE,
40.66.17.224/27,US,US-WY,CHEYENNE,
40.66.18.128/25,US,US-WY,CHEYENNE,
40.66.19.128/25,US,US-WY,CHEYENNE,
40.66.20.128/25,US,US-WY,CHEYENNE,
40.66.24.0/26,US,US-WY,CHEYENNE,
40.66.25.0/24,US,US-WY,CHEYENNE,
40.66.64.0/29,US,US-WY,CHEYENNE,
40.66.64.24/29,US,US-WY,CHEYENNE,
40.67.120.0/21,US,US-WY,CHEYENNE,
40.77.128.0/25,US,US-WY,CHEYENNE,
40.77.131.192/27,US,US-WY,CHEYENNE,
40.77.131.240/28,US,US-WY,CHEYENNE,
40.77.135.0/24,US,US-WY,CHEYENNE,
40.77.136.128/25,US,US-WY,CHEYENNE,
40.77.166.0/25,US,US-WY,CHEYENNE,
40.77.166.128/28,US,US-WY,CHEYENNE,
40.77.173.0/24,US,US-WY,CHEYENNE,
40.77.175.32/27,US,US-WY,CHEYENNE,
40.77.182.160/27,US,US-WY,CHEYENNE,
40.77.185.0/25,US,US-WY,CHEYENNE,
40.77.224.16/28,US,US-WY,CHEYENNE,
40.77.224.64/27,US,US-WY,CHEYENNE,
40.77.227.0/24,US,US-WY,CHEYENNE,
40.77.232.0/25,US,US-WY,CHEYENNE,
40.77.235.0/24,US,US-WY,CHEYENNE,
40.77.236.96/27,US,US-WY,CHEYENNE,
40.77.246.0/24,US,US-WY,CHEYENNE,
40.78.218.0/24,US,US-WY,CHEYENNE,
40.79.205.240/28,US,US-WY,CHEYENNE,
40.79.206.224/27,US,US-WY,CHEYENNE,
40.79.207.0/27,US,US-WY,CHEYENNE,
40.90.131.0/27,US,US-WY,CHEYENNE,
40.90.138.192/28,US,US-WY,CHEYENNE,
40.90.139.0/27,US,US-WY,CHEYENNE,
40.90.143.96/27,US,US-WY,CHEYENNE,
40.90.151.0/26,US,US-WY,CHEYENNE,
40.90.151.128/28,US,US-WY,CHEYENNE,
40.90.152.0/25,US,US-WY,CHEYENNE,
40.92.4.0/24,US,US-WY,CHEYENNE,
40.92.36.0/24,US,US-WY,CHEYENNE,
40.93.6.0/24,US,US-WY,CHEYENNE,
40.93.15.0/24,US,US-WY,CHEYENNE,
40.93.198.0/23,US,US-WY,CHEYENNE,
40.93.200.0/23,US,US-WY,CHEYENNE,
40.93.202.0/24,US,US-WY,CHEYENNE,
40.94.6.0/24,US,US-WY,CHEYENNE,
40.94.12.0/24,US,US-WY,CHEYENNE,
40.94.15.0/24,US,US-WY,CHEYENNE,
40.94.18.0/24,US,US-WY,CHEYENNE,
40.94.27.0/25,US,US-WY,CHEYENNE,
40.94.28.0/24,US,US-WY,CHEYENNE,
40.94.29.0/25,US,US-WY,CHEYENNE,
40.95.4.0/24,US,US-WY,CHEYENNE,
40.95.25.0/24,US,US-WY,CHEYENNE,
40.96.38.240/28,US,US-WY,CHEYENNE,
40.96.39.16/28,US,US-WY,CHEYENNE,
40.96.39.48/28,US,US-WY,CHEYENNE,
40.96.39.64/27,US,US-WY,CHEYENNE,
40.96.39.120/29,US,US-WY,CHEYENNE,
40.96.40.160/28,US,US-WY,CHEYENNE,
40.96.40.192/26,US,US-WY,CHEYENNE,
40.96.41.40/29,US,US-WY,CHEYENNE,
40.96.42.64/28,US,US-WY,CHEYENNE,
40.96.255.0/24,US,US-WY,CHEYENNE,
40.97.13.0/24,US,US-WY,CHEYENNE,
40.97.48.0/22,US,US-WY,CHEYENNE,
40.97.61.192/26,US,US-WY,CHEYENNE,
40.97.62.0/25,US,US-WY,CHEYENNE,
